Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68,26,8.5,75,Omega Force,T
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,7.5,35,Omega Force,T
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42,Omega Force,T
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,0.09,0,0.09,,,tbd,,Koei Tecmo Games,T
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,Koei Tecmo Games,T
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,70,15,7.4,9,Omega Force,T
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68,4,6.8,9,Omega Force,T
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,0.03,0.02,0.05,0.02,0.12,,,,,,
Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,,,,,,
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0,0,0.06,0,0.06,,,,,Koei,
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Dynasty Warriors: Eiketsuden,PSV,2016,Action,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Dynasty Warriors: Eiketsuden,PS3,2016,Action,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,Omega Force,T
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,
E.X. Troopers,3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07,,,,,,
E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05,,,,,,
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70,57,6.1,279,EA Sports,T
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,70,23,6.3,152,EA Sports,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0,0.04,0.41,76,42,6,77,EA Sports,T
Eagle Flight,PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,72,31,7.8,22,"Ubisoft, FunHouse",E10+
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,72,20,8.5,22,Sandlot,T
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,68,36,7.9,31,Sandlot,T
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,Sandlot,M
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,Sandlot,M
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0,0,0.1,0,0.1,,,,,,
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Sandlot,M
Ebikore Photo Kano Kiss ,PSV,2015,Action,Kadokawa Games,0,0,0.03,0,0.03,,,,,,
Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75,CI Games,M
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78,CI Games,M
Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02,,,,,,
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,,,,,,
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0,0.04,0.51,59,35,5.5,22,Blitz Games Studios,E
Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.18,0,0.08,0.47,59,36,4.3,24,Blitz Games Studios,E
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57,14,5.6,46,Junction Point,E
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,,
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0,0.01,0.07,40,25,3.5,51,Fatshark AB,M
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,32,12,3.8,74,Fatshark AB,M
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,31,13,2.7,18,Ubisoft,E
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77,44,7.9,49,Spike Chunsoft,E10+
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0,0.01,0.1,,,,,,
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0,0,0.1,0,0.1,,,,,,
Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38,,,,,,
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80,41,8.2,89,Atlus,T
Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12,,,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Eve: Burst Error R,PSV,2016,Action,Red Flagship,0,0,0.01,0,0.01,,,,,,
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0,0.02,0.1,73,26,6.3,37,CCP,T
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76,46,4.3,894,Turtle Rock Studios,M
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.37,0.2,0,0.06,0.64,74,31,5.1,336,Turtle Rock Studios,M
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,71,8,8.3,12,Tri-Ace,T
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,7.9,16,Tri-Ace,T
Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,0.03,0,0.03,,,,,,
Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01,,,,,,
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81,23,7.5,54,Codemasters,E
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0,0.05,0.49,84,42,6.9,56,Codemasters,E
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77,22,6.3,40,Codemasters Birmingham,E
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0,0.02,0.3,79,29,6.6,33,Codemasters,E
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62,19,4.1,28,Codemasters Birmingham,E
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,4.1,20,Codemasters Birmingham,E
F1 2015,PS4,2015,Racing,Codemasters,0.09,0.45,0.03,0.1,0.66,65,46,6.3,43,Codemasters,E
F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0,0.02,0.25,64,13,5.3,22,Codemasters,E
F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.03,0.29,0.01,0.05,0.39,,,,,,
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.03,0.08,0,0.01,0.12,,,,,,
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0,0.06,0.32,61,27,5.6,34,Codemasters,E
F1 Race Stars,X360,2012,Racing,Codemasters,0.07,0.17,0,0.02,0.27,64,33,5.7,22,Codemasters,E
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44,,,,,,
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80,Lionhead Studios,T
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,Compile Heart,T
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07,71,21,6.2,34,Compile Heart,T
Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0,0,0.07,0,0.07,,,,,,
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,7.16,87,58,6.5,4228,Bethesda Game Studios,M
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88,39,6.2,1749,Bethesda Game Studios,M
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04,,,,,,
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.1,0,0.04,0.26,40,9,6.4,31,Heavy Iron Studios,M
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,Heavy Iron Studios,M
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67,Harmonix Music Systems,E10+
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,0.07,,,7,7,Harmonix Music Systems,E10+
Fantasy Life,3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73,51,8.6,209,"Level 5, Brownie Brown",E10+
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft Montreal,M
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,Ubisoft Montreal,M
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,Ubisoft Montreal,M
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,82,15,7.5,383,Ubisoft Montreal,M
Far Cry 4,PS3,2014,Shooter,Ubisoft,0.34,0.68,0.08,0.19,1.29,,,7.3,113,Ubisoft Montreal,M
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.37,0,0.08,0.9,,,7,109,Ubisoft Montreal,M
Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,76,91,6.3,635,Ubisoft Montreal,M
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0,0.08,0.88,77,27,6.4,194,Ubisoft Montreal,M
Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,,,,,,
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06,0.41,69,17,8.7,12,Maximum Games,E
Farming Simulator 17,XOne,2016,Simulation,Focus Home Interactive,0.04,0.07,0,0.01,0.12,65,9,tbd,,Giants Software,E
Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0,0.12,0,0.01,0.14,,,,,,
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.04,0.38,33,12,6.2,30,Giants Software,E
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,40,17,2.9,9,Giants Software,E
Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive,0.01,0,0,0,0.01,,,,,,
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.11,0.2,0,0.06,0.37,,,,,,
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06,0.35,,,,,,
Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.22,0.11,0,0.03,0.35,,,,,,
Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.08,0,0.02,0.2,,,,,,
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.03,0,0,0.03,,,,,,
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.02,0,0,0.02,,,,,,
Fast Racing Neo ,WiiU,2016,Action,Nintendo,0,0.01,0,0,0.01,81,46,8.5,151,Shin'en,E
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1,,,,,,
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11,67,58,7.6,226,Koei Tecmo Games,M
Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,0,0,0.11,0,0.11,,,,,Marvelous Inc.,T
Fate/Extella: The Umbral Star,PSV,2016,Action,PQube,0,0,0.09,0,0.09,,,,,Marvelous Inc.,T
Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0,0.12,,,,,,
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0,0.1,,,,,,
Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01,,,,,,
Fate/Stay Night [R̩alta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
FIFA 14,PS3,2013,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86,37,4.3,576,EA Canada,E
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84,41,4.2,435,EA Canada,E
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,EA Canada,E
FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.09,1.16,88,22,5.8,328,EA Canada,E
FIFA 14,PSV,2013,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,,,1.8,69,EA Canada,E
FIFA 14,Wii,2013,Sports,Electronic Arts,0,0.36,0,0.02,0.38,,,4.3,19,EA Canada,E
FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.22,0,0.01,0.24,,,,,,
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.15,0,0.04,0.19,,,3.4,23,EA Canada,E
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82,47,5.7,988,EA Sports,E
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109,EA Sports,E
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,2.92,,,4.2,85,EA Sports,E
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,82,33,5.4,347,EA Sports,E
FIFA 15,PSV,2014,Sports,Electronic Arts,0.08,0.35,0.05,0.12,0.59,,,3.1,42,EA Sports,E
FIFA 15,Wii,2014,Sports,Electronic Arts,0.15,0.37,0,0.04,0.56,,,4.3,12,EA Sports,E
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.34,0,0.03,0.45,,,2.4,35,EA Sports,E
FIFA 16,PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82,42,4.3,896,EA Sports,E
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,E
FIFA 16,PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,,,3.2,58,EA Sports,E
FIFA 16,X360,2015,Sports,Electronic Arts,0.57,0.88,0,0.12,1.57,,,2.9,45,EA Sports,E
FIFA 17,PS4,2016,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59,85,41,5,398,"EA Sports, EA Vancouver",E
FIFA 17,XOne,2016,Sports,Electronic Arts,0.43,2.05,0,0.17,2.65,84,50,5.5,201,"EA Sports, EA Vancouver",E
FIFA 17,PS3,2016,Sports,Electronic Arts,0.05,0.55,0.03,0.1,0.73,,,3.3,21,"EA Sports, EA Vancouver",E
FIFA 17,X360,2016,Sports,Electronic Arts,0.07,0.28,0,0.03,0.38,,,1.7,23,"EA Sports, EA Vancouver",E
FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79,45,7.2,79,Electronic Arts,E
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,88,37,6.6,348,Electronic Arts,E
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90,48,6.1,403,Electronic Arts,E
FIFA Soccer 13,Wii,2012,Action,Electronic Arts,0.18,0.44,0,0.07,0.69,,,1.6,21,Electronic Arts,E
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0,0.04,0.47,69,28,6.2,49,Electronic Arts,E
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,57,9,4.1,89,Electronic Arts,E
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,,,3.2,19,Electronic Arts,E
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16,Electronic Arts,E
FIFA Street,PS3,2012,Sports,Electronic Arts,0.12,0.89,0,0.23,1.23,76,36,6.4,66,EA Sports,E
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.62,0,0.1,0.89,77,47,6.7,58,EA Sports,E
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,23,39,3,211,Ubisoft,T
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69,57,7,87,Racjin,E10+
Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11,,,8.9,15,Matrix Software,T
Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98,,,,,,
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.16,0.07,0,0.02,0.25,,,,,,
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85,50,8.5,332,Virtuos,T
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86,14,8.5,223,Virtuos,T
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.27,0.06,0.11,0.74,,,,,,
Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix,0.37,0.3,0.28,0.13,1.08,,,,,,
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.33,0.23,0.08,0.11,0.75,,,,,,
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.06,0.06,0.01,0.13,86,20,7.6,225,Square Enix,T
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0,0.01,0,0.02,,,8.2,72,Square Enix,T
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,72,9.1,1130,Intelligent Systems,T
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0,0,0.3,0,0.3,49,19,7,19,"Koei, Omega Force",M
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,55,18,7.1,20,Koei,M
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,40,4,5.8,18,Koei,M
Football Manager 2014,PSV,2013,Sports,Sega,0,0.08,0,0.02,0.1,,,,,,
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86,85,8.2,977,Playground Games,E10+
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0,0.06,0.78,,,5.1,116,"Sumo Digital, Playground Games",E10+
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.42,0.58,0,0.08,1.08,91,90,7.4,594,Playground Games,E
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,79,76,5.9,1095,Turn 10,E
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.73,0.9,0.03,0.14,1.8,87,85,7.9,863,Turn 10,E
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57,25,4.8,19,"RED Entertainment, Spike Chunsoft",E10+
Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73,39,8.3,265,"Dimps Corporation, SCE Japan Studio",T
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,,,,,,
Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.09,0.03,0,0.01,0.13,,,,,,
Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.11,,,,,,
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0,0,0.07,0,0.07,,,,,,
Fuuraiki 3,PSV,2015,Action,Unknown,0,0,0.01,0,0.01,,,,,,
G1 Grand Prix,3DS,2012,Action,Genki,0,0,0.05,0,0.05,,,,,,
Gaist Crusher,3DS,2013,Action,Capcom,0,0,0.05,0,0.05,,,,,,
Gaist Crusher God,3DS,2014,Action,Capcom,0,0,0.02,0,0.02,,,,,,
Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0,0,0.02,0,0.02,,,,,,
Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02,,,,,,
Gal Gun: Double Peace,PSV,2015,Action,PQube,0,0.02,0.01,0.01,0.04,,,8.1,10,"Alchemist, Inti Creates",M
Game & Wario,WiiU,2013,Misc,Nintendo,0.05,0.06,0.12,0.01,0.23,,,,,,
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.25,52,35,5.2,126,"Cyanide, Cyanide Studios",M
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0,0.03,0.24,53,14,5.5,81,"Cyanide, Cyanide Studios",M
Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05,,,,,,
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,0.04,,,,,,
Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0,0,0,0.03,,,,,,
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0,0,0,0.03,,,,,,
Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21,"Phosphor Games Studio, LLC",E
Gears of War 4,XOne,2016,Shooter,Microsoft Game Studios,0.78,0.44,0,0.12,1.35,84,96,6.2,815,The Coalition,M
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79,81,5.4,779,Epic Games,M
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,0.34,3.28,82,74,7.5,563,"Splash Damage, The Coalition",M
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0,0,0.03,0,0.03,,,,,,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0,0,0.06,0,0.06,,,,,,
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,0.06,0,0.06,,,,,,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.03,0,0.03,,,,,,
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0,0,0.08,0,0.08,,,,,,
Genroh,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Geten no Hana,PSP,2013,Misc,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Geten no Hana: Yume Akari,PSP,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01,,,,,,
Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,,,,,,
Ghostbusters (2016),PS4,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,
Ghostbusters (2016),XOne,2016,Action,Activision,0.04,0,0,0.01,0.05,,,,,,
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0,0,0.23,0,0.23,,,,,,
Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0,0,0.06,0,0.06,,,,,,
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0,0,0.09,0,0.09,,,,,,
Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01,53,15,6.3,63,Coffee Stain Studios,T
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45,,,,,,
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24,,,,,,
